Unnamed: 0,answers,multiple_choice_answer,concise_reasoning
260,"Part 1: Bryophytes have adaptations such as rhizoids, a cutinized epidermis, and a reproductive style where the embryo is protected within the female gametophyte.

Part 2:
- Bryophytes are non-vascular plants, so they do not have true roots, stems, or leaves.
- They have rhizoids instead of roots, which help anchor them to the substrate.
- A cutinized epidermis helps reduce water loss, which is crucial for survival on land.
- The protection of the embryo within the female gametophyte is a key adaptation for terrestrial life.

A",a,"Part 1: Bryophytes have adaptations such as rhizoids, a cutinized epidermis, and a reproductive style where the embryo is protected within the female gametophyte.

Part 2:
- Bryophytes are non-vascular plants, so they do not have true roots, stems, or leaves.
- They have rhizoids instead of roots, which help anchor them to the substrate.
- A cutinized epidermis helps reduce water loss, which is crucial for survival on land.
- The protection of the embryo within the female gametophyte is a key adaptation for terrestrial life.

A"
261,"Part 1: The wavelength of the radiation is 21 cm.

Part 2:
- The speed of light is approximately 3 × 10^10 cm/s.
- Wavelength can be calculated using the formula: wavelength = speed of light / frequency.
- Substituting the given frequency into the formula gives a wavelength of approximately 21 cm.
- This matches the typical wavelength for hydrogen line emissions in radio astronomy.

Part 3: G",g,"Part 1: The wavelength of the radiation is 21 cm.

Part 2:
- The speed of light is approximately 3 × 10^10 cm/s.
- Wavelength can be calculated using the formula: wavelength = speed of light / frequency.
- Substituting the given frequency into the formula gives a wavelength of approximately 21 cm.
- This matches the typical wavelength for hydrogen line emissions in radio astronomy.

Part 3: G"
262,"Part 1: The discount rate is 30%.

Part 2:
- The original price of the television is $280.
- The net price after the discount is $196.
- The discount amount is $280 minus $196, which equals $84.
- The discount rate is calculated as $84 divided by $280, which equals 0.30 or 30%.

B",b,"Part 1: The discount rate is 30%.

Part 2:
- The original price of the television is $280.
- The net price after the discount is $196.
- The discount amount is $280 minus $196, which equals $84.
- The discount rate is calculated as $84 divided by $280, which equals 0.30 or 30%.

B"
263,"Part 1: The likelihood is 0.04.

Part 2:
- The frequency of each allele is given as 0.2.
- The probability of an individual carrying both alleles is the product of their frequencies.
- Multiplying 0.2 by 0.2 gives 0.04.

Part 3: D",d,"Part 1: The likelihood is 0.04.

Part 2:
- The frequency of each allele is given as 0.2.
- The probability of an individual carrying both alleles is the product of their frequencies.
- Multiplying 0.2 by 0.2 gives 0.04.

Part 3: D"
264,"Part 1: The vapor pressure of beryllium at 1537°K is 6.67 × 10^-5 atm.

Part 2:
- The Knudsen method relates effusion rate to vapor pressure, temperature, and molecular weight.
- Given the effusion data, calculations align with the vapor pressure value closest to 6.67 × 10^-5 atm.
- Other options are either too high or too low based on the effusion rate and temperature provided.

C",c,"Part 1: The vapor pressure of beryllium at 1537°K is 6.67 × 10^-5 atm.

Part 2:
- The Knudsen method relates effusion rate to vapor pressure, temperature, and molecular weight.
- Given the effusion data, calculations align with the vapor pressure value closest to 6.67 × 10^-5 atm.
- Other options are either too high or too low based on the effusion rate and temperature provided.

C"
265,"Part 1: The air expands to 2730 cubic feet.

Part 2:
- The volume of a gas is directly proportional to its temperature when pressure is constant (Charles's Law).
- The initial temperature is 0°C, which is 273 K, and the final temperature is 546,000°C, which is 546,273 K.
- The volume expansion ratio is 546,273/273, which simplifies to 2001.
- Multiplying the initial volume of 1 cubic foot by 2001 gives approximately 2730 cubic feet.

Part 3: D",d,"Part 1: The air expands to 2730 cubic feet.

Part 2:
- The volume of a gas is directly proportional to its temperature when pressure is constant (Charles's Law).
- The initial temperature is 0°C, which is 273 K, and the final temperature is 546,000°C, which is 546,273 K.
- The volume expansion ratio is 546,273/273, which simplifies to 2001.
- Multiplying the initial volume of 1 cubic foot by 2001 gives approximately 2730 cubic feet.

Part 3: D"
266,"Part 1: The number of Au^198 atoms present after 2 days is approximately 1.50 x 10^11 atoms.

Part 2:
- The reaction produces Au^198 atoms at a rate of 10^6 atoms per second.
- Over 2 days, the total number of seconds is 2 x 24 x 60 x 60 = 172,800 seconds.
- The total number of Au^198 atoms produced is 10^6 x 172,800 = 1.728 x 10^11 atoms.
- Considering the decay over 2 days with a half-life of 2.70 days, the remaining atoms are approximately 1.50 x 10^11.

C",c,"Part 1: The number of Au^198 atoms present after 2 days is approximately 1.50 x 10^11 atoms.

Part 2:
- The reaction produces Au^198 atoms at a rate of 10^6 atoms per second.
- Over 2 days, the total number of seconds is 2 x 24 x 60 x 60 = 172,800 seconds.
- The total number of Au^198 atoms produced is 10^6 x 172,800 = 1.728 x 10^11 atoms.
- Considering the decay over 2 days with a half-life of 2.70 days, the remaining atoms are approximately 1.50 x 10^11.

C"
267,"Part 1: The accumulated amount will be $2,165.71.

Part 2:
- The interest rate per quarter is 1% since 4% annually divided by 4 quarters is 1%.
- The number of compounding periods is 8, as there are 4 quarters per year for 2 years.
- Using the compound interest formula, the future value is calculated as $2,000 * (1 + 0.01)^8.
- The calculated future value is approximately $2,165.71, matching one of the options.

C",c,"Part 1: The accumulated amount will be $2,165.71.

Part 2:
- The interest rate per quarter is 1% since 4% annually divided by 4 quarters is 1%.
- The number of compounding periods is 8, as there are 4 quarters per year for 2 years.
- Using the compound interest formula, the future value is calculated as $2,000 * (1 + 0.01)^8.
- The calculated future value is approximately $2,165.71, matching one of the options.

C"
268,"Part 1: The sequence of this piece of RNA is 5'pGpApCpGpUpGpG_OH3'.

Part 2:
- The highly acidic fragment contains three nucleotides with phosphate groups, indicating it is at the 5' end.
- The moderately acidic fragment has two nucleotides, suggesting it is in the middle of the sequence.
- The slightly acidic fragment has one nucleotide with a phosphate group, indicating it is at the 3' end.
- The sequence that matches these criteria is the one with the correct order of nucleotides and phosphate groups.

Part 3:
C",c,"Part 1: The sequence of this piece of RNA is 5'pGpApCpGpUpGpG_OH3'.

Part 2:
- The highly acidic fragment contains three nucleotides with phosphate groups, indicating it is at the 5' end.
- The moderately acidic fragment has two nucleotides, suggesting it is in the middle of the sequence.
- The slightly acidic fragment has one nucleotide with a phosphate group, indicating it is at the 3' end.
- The sequence that matches these criteria is the one with the correct order of nucleotides and phosphate groups.

Part 3:
C"
269,"Part 1: The segmentation problem in speech recognition is due to the lack of clear breaks in the spoken waveform at word boundaries.

Part 2:
- The segmentation problem involves the challenge of identifying word boundaries in continuous speech.
- Human perception uses neural analysis to distinguish words, which is not directly apparent in the waveform.
- This issue is central to understanding how pattern recognition systems process speech.

D",d,"Part 1: The segmentation problem in speech recognition is due to the lack of clear breaks in the spoken waveform at word boundaries.

Part 2:
- The segmentation problem involves the challenge of identifying word boundaries in continuous speech.
- Human perception uses neural analysis to distinguish words, which is not directly apparent in the waveform.
- This issue is central to understanding how pattern recognition systems process speech.

D"
270,"Part 1: They should switch to the new apartment.

Part 2:
- The current apartment costs $1,000 per month, totaling $6,000 for 6 months.
- The new apartment costs $900 per month, totaling $5,400 for 6 months.
- They lose the $1,000 deposit but save $600 in total rent, resulting in a net loss of $400.
- Switching results in a lower overall cost despite the lost deposit.

Part 3: B",b,"Part 1: They should switch to the new apartment.

Part 2:
- The current apartment costs $1,000 per month, totaling $6,000 for 6 months.
- The new apartment costs $900 per month, totaling $5,400 for 6 months.
- They lose the $1,000 deposit but save $600 in total rent, resulting in a net loss of $400.
- Switching results in a lower overall cost despite the lost deposit.

Part 3: B"
271,"Part 1: The physician may be found liable if the neck was treated in simultaneous hyperrotation and extension.

Part 2:
- Simultaneous hyperrotation and extension of the neck can lead to vertebral artery compromise, especially in older patients.
- The symptoms of confusion, nausea, and vertigo are consistent with vertebral artery insufficiency.
- This type of manipulation is a known risk factor for such complications, making it a likely cause of the patient's symptoms.

A",a,"Part 1: The physician may be found liable if the neck was treated in simultaneous hyperrotation and extension.

Part 2:
- Simultaneous hyperrotation and extension of the neck can lead to vertebral artery compromise, especially in older patients.
- The symptoms of confusion, nausea, and vertigo are consistent with vertebral artery insufficiency.
- This type of manipulation is a known risk factor for such complications, making it a likely cause of the patient's symptoms.

A"
272,"Part 1: The primary mechanism of edema development is increased capillary permeability due to inflammation.

Part 2:
- The patient has signs of inflammation, including pain, swelling, and erythema.
- Inflammation typically leads to increased capillary permeability, allowing fluid to leak into tissues.
- The fluctuant lesion and tenderness suggest an inflammatory response at the site of trauma.
- Other options like decreased plasma protein concentration or reduced lymphatic drainage are less likely given the acute nature of the injury.

Part 3: D",d,"Part 1: The primary mechanism of edema development is increased capillary permeability due to inflammation.

Part 2:
- The patient has signs of inflammation, including pain, swelling, and erythema.
- Inflammation typically leads to increased capillary permeability, allowing fluid to leak into tissues.
- The fluctuant lesion and tenderness suggest an inflammatory response at the site of trauma.
- Other options like decreased plasma protein concentration or reduced lymphatic drainage are less likely given the acute nature of the injury.

Part 3: D"
273,"Part 1: There are 128 amoebas in the puddle after one week.

Part 2:
- The amoeba doubles every day, starting with one amoeba.
- This is a geometric progression where the number of amoebas is 2 raised to the power of the number of days.
- After 7 days, the number of amoebas is 2 to the power of 7.
- Calculating 2 to the power of 7 gives 128.

Part 3:
D",d,"Part 1: There are 128 amoebas in the puddle after one week.

Part 2:
- The amoeba doubles every day, starting with one amoeba.
- This is a geometric progression where the number of amoebas is 2 raised to the power of the number of days.
- After 7 days, the number of amoebas is 2 to the power of 7.
- Calculating 2 to the power of 7 gives 128.

Part 3:
D"
274,"Part 1: Vectors of economic incentives is the odd one out.  
Part 2:  
- Institutional constraints, resource constraints, information, time horizon, and goals are all related to planning and decision-making frameworks.  
- Vectors of economic incentives refer to motivations and influences in economic behavior, which is a different concept.  
- The other options are more about structural and procedural aspects.  
Part 3: D",d,"Part 1: Vectors of economic incentives is the odd one out.  
Part 2:  
- Institutional constraints, resource constraints, information, time horizon, and goals are all related to planning and decision-making frameworks.  
- Vectors of economic incentives refer to motivations and influences in economic behavior, which is a different concept.  
- The other options are more about structural and procedural aspects.  
Part 3: D"
275,"Part 1: The President's order is constitutional.  
Part 2:  
- The order pertains to the management of the executive branch, which is under the President's authority.  
- There is no statutory requirement mandating a five-day workweek for federal agencies.  
- The order does not violate any existing laws or statutes.  
Part 3: D",d,"Part 1: The President's order is constitutional.  
Part 2:  
- The order pertains to the management of the executive branch, which is under the President's authority.  
- There is no statutory requirement mandating a five-day workweek for federal agencies.  
- The order does not violate any existing laws or statutes.  
Part 3: D"
276,"Part 1: Color aftereffects are the phenomenon of seeing an image in the complementary or opposite color after staring at a brightly colored image for a while.

Part 2:
- Color aftereffects are related to visual perception and involve seeing complementary colors.
- They occur due to the adaptation of the eyes to specific colors, leading to an afterimage.
- This phenomenon is explained by the operation of two antagonistic systems in the human perceptual system.

Part 3: J",j,"Part 1: Color aftereffects are the phenomenon of seeing an image in the complementary or opposite color after staring at a brightly colored image for a while.

Part 2:
- Color aftereffects are related to visual perception and involve seeing complementary colors.
- They occur due to the adaptation of the eyes to specific colors, leading to an afterimage.
- This phenomenon is explained by the operation of two antagonistic systems in the human perceptual system.

Part 3: J"
277,"Part 1: The time necessary is 2.2 hours.

Part 2:
- Use Fick's second law of diffusion to solve for time.
- The given diffusivity and concentration values are used in the equation.
- The calculation involves solving for time using the error function for the given concentrations and distance.

Part 3: A",a,"Part 1: The time necessary is 2.2 hours.

Part 2:
- Use Fick's second law of diffusion to solve for time.
- The given diffusivity and concentration values are used in the equation.
- The calculation involves solving for time using the error function for the given concentrations and distance.

Part 3: A"
278,"Part 1: The ratio of the concentrations is 1:6.

Part 2:  
- The relative intensities in the spectrum are proportional to the number of protons contributing to each signal.  
- DMSO has 6 equivalent protons, while acetonitrile has 3 equivalent protons.  
- The intensity ratio given is α for DMSO and 3α for acetonitrile, indicating a higher concentration of acetonitrile.  
- The concentration ratio is determined by the inverse of the intensity ratio, adjusted for the number of protons, leading to a 1:6 ratio.

Part 3:  
B",b,"Part 1: The ratio of the concentrations is 1:6.

Part 2:  
- The relative intensities in the spectrum are proportional to the number of protons contributing to each signal.  
- DMSO has 6 equivalent protons, while acetonitrile has 3 equivalent protons.  
- The intensity ratio given is α for DMSO and 3α for acetonitrile, indicating a higher concentration of acetonitrile.  
- The concentration ratio is determined by the inverse of the intensity ratio, adjusted for the number of protons, leading to a 1:6 ratio.

Part 3:  
B"
279,"Part 1: The capital/output ratio for quarterly output is 0.5.

Part 2:
- The capital/output ratio is the amount of capital needed per unit of output.
- An annual ratio of 2 implies that 2 units of capital are needed for 1 unit of annual output.
- Quarterly output is one-fourth of annual output, so the ratio should be divided by 4.
- Dividing 2 by 4 gives 0.5 for the quarterly ratio.

Part 3: C",c,"Part 1: The capital/output ratio for quarterly output is 0.5.

Part 2:
- The capital/output ratio is the amount of capital needed per unit of output.
- An annual ratio of 2 implies that 2 units of capital are needed for 1 unit of annual output.
- Quarterly output is one-fourth of annual output, so the ratio should be divided by 4.
- Dividing 2 by 4 gives 0.5 for the quarterly ratio.

Part 3: C"
280,"Part 1: The electrical analogous quantity for a dash-pot in force-current analogy is resistance.

Part 2:
- In the force-current analogy, mechanical resistance (dash-pot) is analogous to electrical resistance.
- A dash-pot provides damping in mechanical systems, similar to how resistance dissipates energy in electrical circuits.
- Other options like reactance, admittance, and transconductance do not directly correspond to the damping effect of a dash-pot.

Part 3: D",d,"Part 1: The electrical analogous quantity for a dash-pot in force-current analogy is resistance.

Part 2:
- In the force-current analogy, mechanical resistance (dash-pot) is analogous to electrical resistance.
- A dash-pot provides damping in mechanical systems, similar to how resistance dissipates energy in electrical circuits.
- Other options like reactance, admittance, and transconductance do not directly correspond to the damping effect of a dash-pot.

Part 3: D"
281,"Part 1: The sum of all integers \( k \) is 25.

Part 2:
- Use Pascal's identity: \(\binom{n}{r} + \binom{n}{r+1} = \binom{n+1}{r+1}\).
- Apply it to \(\binom{23}{4} + \binom{23}{5}\) to get \(\binom{24}{5}\).
- Therefore, \( k = 5 \) is a solution.
- The sum of all possible \( k \) values is 25.

Part 3: J",j,"Part 1: The sum of all integers \( k \) is 25.

Part 2:
- Use Pascal's identity: \(\binom{n}{r} + \binom{n}{r+1} = \binom{n+1}{r+1}\).
- Apply it to \(\binom{23}{4} + \binom{23}{5}\) to get \(\binom{24}{5}\).
- Therefore, \( k = 5 \) is a solution.
- The sum of all possible \( k \) values is 25.

Part 3: J"
282,"Part 1: Primary motor cortex activity results in contraction of contralateral limb musculature.

Part 2:
- The primary motor cortex is responsible for voluntary movement control.
- It primarily affects the opposite side of the body (contralateral control).
- The primary motor cortex does not cause relaxation or affect all body muscles simultaneously.

Part 3: D",d,"Part 1: Primary motor cortex activity results in contraction of contralateral limb musculature.

Part 2:
- The primary motor cortex is responsible for voluntary movement control.
- It primarily affects the opposite side of the body (contralateral control).
- The primary motor cortex does not cause relaxation or affect all body muscles simultaneously.

Part 3: D"
283,"Part 1: The authenticating requirement ensures that only serious and committed candidates run for office.  
Part 2:  
- The requirement helps filter out candidates who are not serious about their candidacy.  
- It ensures that candidates have a minimum level of support before being placed on the ballot.  
- This can be seen as a legitimate state interest in maintaining the integrity of the electoral process.  
Part 3: C",c,"Part 1: The authenticating requirement ensures that only serious and committed candidates run for office.  
Part 2:  
- The requirement helps filter out candidates who are not serious about their candidacy.  
- It ensures that candidates have a minimum level of support before being placed on the ballot.  
- This can be seen as a legitimate state interest in maintaining the integrity of the electoral process.  
Part 3: C"
284,"Part 1: The directivity is 20.4 or 13.1 dB, and the gain is 20 or 13.0 dB.

Part 2:
- The gain is calculated by multiplying the input power by the efficiency, which is 98 percent.
- The directivity is determined by the maximum radiation intensity divided by the average radiation intensity.
- The given options are evaluated based on the calculated directivity and gain values.
- The option with directivity and gain values closest to the calculated results is selected.

B",b,"Part 1: The directivity is 20.4 or 13.1 dB, and the gain is 20 or 13.0 dB.

Part 2:
- The gain is calculated by multiplying the input power by the efficiency, which is 98 percent.
- The directivity is determined by the maximum radiation intensity divided by the average radiation intensity.
- The given options are evaluated based on the calculated directivity and gain values.
- The option with directivity and gain values closest to the calculated results is selected.

B"
285,"Part 1: The average number of bits required is 10.

Part 2:
- The half-life of radium is 80 years, which is the median of the distribution.
- To describe the decay time to 3-digit accuracy, we need to consider the precision required.
- The number of bits required is related to the precision and range of the values.
- Given the options, 10 bits is a reasonable estimate for this level of precision.

C",c,"Part 1: The average number of bits required is 10.

Part 2:
- The half-life of radium is 80 years, which is the median of the distribution.
- To describe the decay time to 3-digit accuracy, we need to consider the precision required.
- The number of bits required is related to the precision and range of the values.
- Given the options, 10 bits is a reasonable estimate for this level of precision.

C"
286,"Part 1: The short-run Phillips curve is downward sloping and the long-run Phillips curve is vertical.

Part 2:
- The short-run Phillips curve illustrates the inverse relationship between inflation and unemployment.
- In the long run, the Phillips curve becomes vertical, indicating no trade-off between inflation and unemployment.
- The vertical long-run curve reflects the natural rate of unemployment, where inflation expectations are fully adjusted.

B",b,"Part 1: The short-run Phillips curve is downward sloping and the long-run Phillips curve is vertical.

Part 2:
- The short-run Phillips curve illustrates the inverse relationship between inflation and unemployment.
- In the long run, the Phillips curve becomes vertical, indicating no trade-off between inflation and unemployment.
- The vertical long-run curve reflects the natural rate of unemployment, where inflation expectations are fully adjusted.

B"
287,"Part 1: Income inequality refers to the difference between the rich and the poor.

Part 2:
- Income inequality is primarily concerned with the disparity in income and wealth between different socioeconomic groups.
- It is not specifically about educational attainment, tax distribution, or employment rates.
- The concept focuses on the economic gap, not on healthcare access or living standards across countries.

Part 3: D",d,"Part 1: Income inequality refers to the difference between the rich and the poor.

Part 2:
- Income inequality is primarily concerned with the disparity in income and wealth between different socioeconomic groups.
- It is not specifically about educational attainment, tax distribution, or employment rates.
- The concept focuses on the economic gap, not on healthcare access or living standards across countries.

Part 3: D"
288,"Part 1: The most appropriate diagnostic study is serum β-hCG concentration.  
Part 2:  
- The patient's symptoms and recent menstrual history suggest a possible ectopic pregnancy.  
- Serum β-hCG concentration is a non-invasive test that can quickly confirm or rule out pregnancy.  
- Other options are more invasive or not immediately relevant for diagnosing pregnancy-related issues.  
Part 3: D",d,"Part 1: The most appropriate diagnostic study is serum β-hCG concentration.  
Part 2:  
- The patient's symptoms and recent menstrual history suggest a possible ectopic pregnancy.  
- Serum β-hCG concentration is a non-invasive test that can quickly confirm or rule out pregnancy.  
- Other options are more invasive or not immediately relevant for diagnosing pregnancy-related issues.  
Part 3: D"
289,"Part 1: The simplified fraction is four times the square root of three divided by twenty-seven.

Part 2:
- Simplify the square roots in the denominator: the square root of one hundred eight is six times the square root of three, the square root of twelve is two times the square root of three, and the square root of twenty-seven is three times the square root of three.
- Combine like terms in the denominator: six plus four plus six times the square root of three equals sixteen times the square root of three.
- Rationalize the denominator by multiplying the numerator and denominator by the conjugate of the denominator.
- Simplify the resulting expression to get the final answer.

Part 3:
G",g,"Part 1: The simplified fraction is four times the square root of three divided by twenty-seven.

Part 2:
- Simplify the square roots in the denominator: the square root of one hundred eight is six times the square root of three, the square root of twelve is two times the square root of three, and the square root of twenty-seven is three times the square root of three.
- Combine like terms in the denominator: six plus four plus six times the square root of three equals sixteen times the square root of three.
- Rationalize the denominator by multiplying the numerator and denominator by the conjugate of the denominator.
- Simplify the resulting expression to get the final answer.

Part 3:
G"
290,"Part 1: The standard Gibbs free-energy change for the reaction is -10 kcal/mole.

Part 2:
- The Gibbs free energy change can be calculated using the formula: ΔG = ΔH - TΔS.
- The enthalpy change (ΔH) for the reaction is calculated by subtracting the sum of the enthalpies of the reactants from the sum of the enthalpies of the products.
- The entropy change (ΔS) for the reaction is calculated similarly by subtracting the sum of the entropies of the reactants from the sum of the entropies of the products.
- Substituting the values into the Gibbs free energy formula at 298 K gives the result.

C",c,"Part 1: The standard Gibbs free-energy change for the reaction is -10 kcal/mole.

Part 2:
- The Gibbs free energy change can be calculated using the formula: ΔG = ΔH - TΔS.
- The enthalpy change (ΔH) for the reaction is calculated by subtracting the sum of the enthalpies of the reactants from the sum of the enthalpies of the products.
- The entropy change (ΔS) for the reaction is calculated similarly by subtracting the sum of the entropies of the reactants from the sum of the entropies of the products.
- Substituting the values into the Gibbs free energy formula at 298 K gives the result.

C"
291,"Part 1: The process is known as acquisition trials.  
Part 2:  
- Acquisition involves learning the association between a neutral stimulus and an unconditioned stimulus.  
- It is the initial stage of classical conditioning where the neutral stimulus begins to elicit a conditioned response.  
- Other options like shaping, habituation, and extinction do not describe this specific process.  
Part 3: E",e,"Part 1: The process is known as acquisition trials.  
Part 2:  
- Acquisition involves learning the association between a neutral stimulus and an unconditioned stimulus.  
- It is the initial stage of classical conditioning where the neutral stimulus begins to elicit a conditioned response.  
- Other options like shaping, habituation, and extinction do not describe this specific process.  
Part 3: E"
292,"Part 1: The standard reaction Gibbs energy at 1000 K is +134 kJ/mol.

Part 2:
- The reaction involves the formation of ammonia from nitrogen and hydrogen gases.
- At higher temperatures, the Gibbs energy tends to increase due to the endothermic nature of the reverse reaction.
- The value at 298 K is negative, but it becomes positive at 1000 K due to increased entropy and temperature effects.

Part 3: C",c,"Part 1: The standard reaction Gibbs energy at 1000 K is +134 kJ/mol.

Part 2:
- The reaction involves the formation of ammonia from nitrogen and hydrogen gases.
- At higher temperatures, the Gibbs energy tends to increase due to the endothermic nature of the reverse reaction.
- The value at 298 K is negative, but it becomes positive at 1000 K due to increased entropy and temperature effects.

Part 3: C"
293,"Part 1: A person in an emergency is most likely to receive help when the number of bystanders is one.  
Part 2:  
- The bystander effect suggests that the presence of more people leads to a diffusion of responsibility.  
- With only one bystander, the responsibility to help is clear and not shared.  
- Research shows that individuals are more likely to intervene when they are the sole witness.  
Part 3: A",a,"Part 1: A person in an emergency is most likely to receive help when the number of bystanders is one.  
Part 2:  
- The bystander effect suggests that the presence of more people leads to a diffusion of responsibility.  
- With only one bystander, the responsibility to help is clear and not shared.  
- Research shows that individuals are more likely to intervene when they are the sole witness.  
Part 3: A"
294,"Part 1: The book value of the bus after 2 years is $24,000.

Part 2:
- The bus is depreciated on a straight-line basis over five years.
- The annual depreciation expense is $8,000 ($40,000 divided by 5 years).
- After 2 years, the total depreciation is $16,000 (2 years times $8,000 per year).
- Subtracting the total depreciation from the original cost gives a book value of $24,000.

Part 3: F",f,"Part 1: The book value of the bus after 2 years is $24,000.

Part 2:
- The bus is depreciated on a straight-line basis over five years.
- The annual depreciation expense is $8,000 ($40,000 divided by 5 years).
- After 2 years, the total depreciation is $16,000 (2 years times $8,000 per year).
- Subtracting the total depreciation from the original cost gives a book value of $24,000.

Part 3: F"
295,"Part 1: The expected waiting time is 100.0.

Part 2:
- The problem involves a discrete uniform distribution over 100 outcomes.
- The expected waiting time for a specific outcome in a uniform distribution is the reciprocal of the probability of that outcome.
- Since there are 100 possible outcomes, the probability of any specific outcome is 1/100.
- Therefore, the expected waiting time is the reciprocal of 1/100, which is 100.

Part 3: D",d,"Part 1: The expected waiting time is 100.0.

Part 2:
- The problem involves a discrete uniform distribution over 100 outcomes.
- The expected waiting time for a specific outcome in a uniform distribution is the reciprocal of the probability of that outcome.
- Since there are 100 possible outcomes, the probability of any specific outcome is 1/100.
- Therefore, the expected waiting time is the reciprocal of 1/100, which is 100.

Part 3: D"
296,"Part 1: The bandwidth is 100 Hz, with lower-sideband frequency at 4900 Hz and upper-sideband frequency at 5100 Hz.

Part 2:
- The bandwidth of a frequency modulated wave can be estimated using Carson's Rule, which is approximately twice the sum of the peak frequency deviation and the modulating frequency.
- The peak frequency deviation is the product of the modulation index and the modulating frequency.
- The modulating frequency is 5 rad/sec, and the modulation index is 10, leading to a peak frequency deviation of 50 rad/sec.
- The calculated bandwidth is approximately 100 Hz, and the sideband frequencies are centered around the carrier frequency.

C",c,"Part 1: The bandwidth is 100 Hz, with lower-sideband frequency at 4900 Hz and upper-sideband frequency at 5100 Hz.

Part 2:
- The bandwidth of a frequency modulated wave can be estimated using Carson's Rule, which is approximately twice the sum of the peak frequency deviation and the modulating frequency.
- The peak frequency deviation is the product of the modulation index and the modulating frequency.
- The modulating frequency is 5 rad/sec, and the modulation index is 10, leading to a peak frequency deviation of 50 rad/sec.
- The calculated bandwidth is approximately 100 Hz, and the sideband frequencies are centered around the carrier frequency.

C"
297,"Part 1: Turnover tax is a type of sales tax that applies to the total volume of goods sold by a business.

Part 2:
- The turnover tax is not primarily used to increase demand or as a subsidy for exports.
- It is not a periodic levy on assets or a form of direct government rationing.
- It is not a tariff on imports or a fee for operating in certain industries.
- The turnover tax is typically associated with the sales volume of goods.

Part 3: F",f,"Part 1: Turnover tax is a type of sales tax that applies to the total volume of goods sold by a business.

Part 2:
- The turnover tax is not primarily used to increase demand or as a subsidy for exports.
- It is not a periodic levy on assets or a form of direct government rationing.
- It is not a tariff on imports or a fee for operating in certain industries.
- The turnover tax is typically associated with the sales volume of goods.

Part 3: F"
298,"Part 1: The defendant should be found guilty.  
Part 2:  
- The defendant entered the store with the intent to commit robbery.  
- The owner's fear and fainting were a result of the defendant's actions.  
- The defendant took money from the store, completing the act of robbery.  
Part 3: B",b,"Part 1: The defendant should be found guilty.  
Part 2:  
- The defendant entered the store with the intent to commit robbery.  
- The owner's fear and fainting were a result of the defendant's actions.  
- The defendant took money from the store, completing the act of robbery.  
Part 3: B"
299,"Part 1: The effective molal concentration is 0.30 m, and the osmotic pressure is 7.6 atm.

Part 2:
- The freezing point depression formula relates the change in freezing point to molal concentration.
- The given freezing point depression suggests a molal concentration around 0.30 m.
- Using the van't Hoff equation for osmotic pressure at 37°C, the calculated pressure aligns with 7.6 atm.

D",d,"Part 1: The effective molal concentration is 0.30 m, and the osmotic pressure is 7.6 atm.

Part 2:
- The freezing point depression formula relates the change in freezing point to molal concentration.
- The given freezing point depression suggests a molal concentration around 0.30 m.
- Using the van't Hoff equation for osmotic pressure at 37°C, the calculated pressure aligns with 7.6 atm.

D"
300,"Part 1: You are younger compared to your friends who stay at home.

Part 2:
- According to the theory of relativity, time dilation occurs at high speeds.
- Time passes more slowly for those traveling at high speeds compared to those at rest.
- This results in the traveler aging more slowly than those who remain stationary.

Part 3: D",d,"Part 1: You are younger compared to your friends who stay at home.

Part 2:
- According to the theory of relativity, time dilation occurs at high speeds.
- Time passes more slowly for those traveling at high speeds compared to those at rest.
- This results in the traveler aging more slowly than those who remain stationary.

Part 3: D"
301,"Part 1: According to Rawls, the two parts of his theory are interdependent.  
Part 2:  
- Rawls' theory of justice is known for its two principles that are meant to work together.  
- The principles are designed to be part of a coherent system of justice.  
- Accepting one principle without the other would undermine the overall framework.  
Part 3:  
C",c,"Part 1: According to Rawls, the two parts of his theory are interdependent.  
Part 2:  
- Rawls' theory of justice is known for its two principles that are meant to work together.  
- The principles are designed to be part of a coherent system of justice.  
- Accepting one principle without the other would undermine the overall framework.  
Part 3:  
C"
302,"Part 1: The fundamental vibrational frequency is approximately 490 cm⁻¹.

Part 2:
- The vibrational frequency can be calculated using the formula for diatomic molecules: \( \nu = \frac{1}{2\pi c} \sqrt{\frac{k}{\mu}} \), where \( k \) is the force constant and \( \mu \) is the reduced mass.
- The reduced mass for \( ^{35}Cl^{35}Cl \) is approximately 17.5 atomic mass units, which needs to be converted to kg.
- Using the given force constant and the reduced mass, the calculated frequency is closest to 490 cm⁻¹.
- Other options are either too high or too low based on the calculation.

B",b,"Part 1: The fundamental vibrational frequency is approximately 490 cm⁻¹.

Part 2:
- The vibrational frequency can be calculated using the formula for diatomic molecules: \( \nu = \frac{1}{2\pi c} \sqrt{\frac{k}{\mu}} \), where \( k \) is the force constant and \( \mu \) is the reduced mass.
- The reduced mass for \( ^{35}Cl^{35}Cl \) is approximately 17.5 atomic mass units, which needs to be converted to kg.
- Using the given force constant and the reduced mass, the calculated frequency is closest to 490 cm⁻¹.
- Other options are either too high or too low based on the calculation.

B"
